2113-132485-0048,2113-132485-0014,7131-92815-0028
4406-16883-0003,4406-16883-0041,1618-32402-0001
4856-12103-0007,4856-20410-0037,65-121089-0015
3503-127083-0009,3503-127083-0056,7360-86776-0044
5389-4861-0033,5389-41911-0010,2167-149881-0041
6286-69422-0006,6286-75355-0018,242-122627-0033
851-131029-0042,851-131029-0038,844-133692-0036
380-129066-0002,380-129064-0053,123-25081-0001
5190-87791-0047,5190-87766-0019,4257-6397-0090
8242-279764-0021,8242-279764-0029,1680-142282-0061
6099-230928-0026,6099-69550-0009,329-861-0023
5719-233361-0010,5719-41217-0025,6943-85168-0036
6025-58759-0020,6025-56405-0018,2288-139949-0021
770-131704-0018,770-134592-0029,978-125137-0014
1447-130552-0000,1447-130550-0011,254-12312-0011
2234-64131-0001,2234-64139-0008,5951-57348-0030
94-3793-0010,94-3792-0012,3109-165420-0001
1806-143946-0001,1806-143948-0034,7522-69612-0067
6513-67788-0005,6513-71946-0003,5893-1312-0019
6895-96175-0029,6895-96175-0022,3112-9555-0087
4481-17498-0042,4481-17498-0048,6713-56749-0050
5154-6174-0002,5154-26558-0020,8742-245707-0020
161-121743-0020,161-121897-0021,339-132717-0076
2568-156115-0039,2568-156115-0075,7314-77782-0018
5703-47212-0019,5703-47198-0044,1264-135033-0016
8430-172388-0013,8430-172387-0051,215-127369-0003
1772-135621-0099,1772-135621-0140,3143-160993-0003
1614-13759-0008,1614-13785-0022,1374-133833-0036
1175-126221-0042,1175-126221-0039,3521-175962-0015
2201-7371-0003,2201-160438-0029,7938-110127-0025
4014-186176-0033,4014-186179-0034,1187-136238-0036
3819-134146-0048,3819-134153-0041,2618-138042-0081
4344-8892-0023,4344-22232-0037,2487-169011-0052
4854-24731-0038,4854-24732-0021,4313-9936-0039
6846-76681-0067,6846-76681-0030,4051-11217-0021
1564-142299-0002,1564-142299-0099,5186-7793-0080
5746-48361-0004,5746-48361-0029,5641-32124-0005
4741-27757-0040,4741-27757-0092,2485-151992-0022
7128-84121-0044,7128-84121-0031,3274-163518-0017
7933-112597-0017,7933-113273-0009,3063-138652-0006
6950-86713-0031,6950-86822-0033,3258-169291-0088
3389-13247-0002,3389-130127-0028,1034-121119-0068
5653-46266-0066,5653-46266-0014,1289-288044-0008
2988-7587-0077,2988-173558-0035,4733-6398-0058
6065-109178-0007,6065-111797-0019,47-122796-0016
5183-66175-0031,5183-66175-0021,7512-98636-0023
3691-178118-0012,3691-178118-0040,4278-13270-0000
6248-302581-0008,6248-91255-0021,2093-143264-0010
6709-80475-0031,6709-80475-0032,7026-86946-0016
4481-17498-0007,4481-17499-0035,3606-6850-0029
960-125241-0058,960-125241-0125,7478-98645-0018
2853-164187-0052,2853-164187-0018,6610-70916-0042
6954-76168-0018,6954-76168-0017,3001-160952-0038
2568-156115-0025,2568-156115-0006,348-132611-0045
2769-176256-0041,2769-176256-0006,7437-96153-0014
5460-18031-0014,5460-24509-0029,3053-148990-0087
1923-161975-0019,1923-161975-0031,408-122806-0001
7923-111569-0010,7923-111572-0007,4853-27671-0029
850-131004-0004,850-131003-0027,1367-291931-0011
5460-18031-0070,5460-18031-0059,2262-141714-0008
7246-275881-0015,7246-275881-0004,273-123248-0015
782-126738-0115,782-126738-0092,4054-11077-0016
7286-92930-0028,7286-92935-0021,4910-27683-0025
200-124139-0016,200-124139-0018,3314-138053-0032
6550-53320-0026,6550-53343-0003,2361-165622-0031
4423-29084-0003,4423-16012-0024,3045-155991-0036
5985-63885-0025,5985-300225-0020,6127-53038-0027
1296-134434-0016,1296-138074-0050,2288-139949-0041
1647-140649-0026,1647-140649-0006,6625-60547-0014
7505-258964-0032,7505-258964-0049,4104-12526-0004
6072-54656-0027,6072-54656-0025,8867-294715-0008
6747-76145-0004,6747-76101-0004,3025-12971-0025
1696-142314-0040,1696-142314-0113,1646-121408-0018
4806-26895-0024,4806-26894-0053,489-75912-0030
3793-10683-0048,3793-10683-0008,3679-159363-0020
3258-169291-0078,3258-169291-0011,1370-138531-0036
3780-177788-0031,3780-177784-0010,37-225-0016
8664-295007-0039,8664-292560-0011,7139-75362-0026
398-130093-0063,398-130093-0031,3744-178590-0004
6359-64713-0001,6359-64713-0014,2498-134786-0024
3285-121400-0044,3285-121401-0000,51-121055-0069
3185-163505-0041,3185-163507-0006,1607-150715-0013
93-126209-0032,93-123172-0012,2285-163380-0005
7699-105389-0034,7699-105389-0031,887-123291-0017
1116-137572-0014,1116-132847-0015,441-128982-0008
205-157088-0011,205-123882-0014,1851-148962-0027
3781-156973-0015,3781-156981-0017,1296-138074-0013
5400-34479-0009,5400-3587-0008,596-127685-0027
4742-41609-0002,4742-74181-0004,1224-121064-0081
32-21631-0011,32-21625-0003,4042-12369-0096
8879-300234-0056,8879-300234-0050,369-125882-0001
5665-38051-0013,5665-38052-0021,1482-140072-0037
7967-117095-0001,7967-117095-0045,3559-165413-0027
29-130626-0038,29-130626-0021,4263-16187-0032
1544-121402-0002,1544-121405-0037,4263-20411-0042
4356-6506-0027,4356-6498-0036,483-125126-0035
1392-140654-0000,1392-135659-0016,328-129766-0049
1594-135914-0100,1594-135914-0128,7135-80032-0009
4085-11517-0021,4085-11517-0020,7988-113322-0021
5810-8674-0016,5810-8674-0028,4172-25907-0007
1222-141174-0008,1222-133834-0014,9000-282381-0000
6519-69412-0017,6519-231834-0039,4741-27757-0077
4402-3066-0034,4402-3067-0003,4546-16781-0040
6620-283138-0012,6620-283138-0046,7408-256039-0000
3738-176682-0008,3738-164927-0024,5979-42000-0003
6947-53262-0006,6947-53262-0020,8180-274725-0006
161-121898-0044,161-121897-0006,664-129011-0022
6836-61803-0000,6836-61803-0004,4930-20046-0034
2526-156061-0021,2526-156098-0036,6557-65546-0054
7909-106370-0005,7909-106369-0004,8536-244442-0027
458-126305-0031,458-126305-0037,1050-134120-0022
7327-96491-0000,7327-96491-0020,8459-285173-0018
4005-7262-0005,4005-7258-0037,4860-13185-0092
8245-274392-0007,8245-274392-0029,4423-29083-0029
2289-152258-0031,2289-152254-0004,3914-10089-0050
7145-87280-0070,7145-87280-0006,6446-78193-0031
2405-7360-0038,2405-148581-0022,3717-178149-0005
7956-245687-0058,7956-245687-0093,5886-27508-0067
6568-79375-0035,6568-79375-0043,7802-104391-0009
1335-27593-0019,1335-160602-0029,3864-185125-0006
730-358-0005,730-358-0002,834-130870-0031
583-139009-0050,583-139009-0064,1594-135914-0010
17-362-0031,17-363-0023,7433-89656-0036
2361-165622-0056,2361-137615-0072,1132-145024-0051
6709-81688-0011,6709-80475-0042,1222-133834-0007
1914-133440-0016,1914-133440-0009,4381-14897-0000
6407-66983-0056,6407-66983-0101,5157-47238-0009
7871-107222-0038,7871-107223-0032,8346-244445-0023
2149-7239-0000,2149-36146-0006,4156-12159-0053
380-129066-0065,380-129066-0053,844-133697-0045
3638-758-0026,3638-758-0013,6695-252325-0000
915-163372-0026,915-163372-0020,6346-60784-0031
1715-142315-0025,1715-142315-0047,4263-16194-0033
3895-6855-0019,3895-6855-0059,3559-165413-0020
377-129290-0023,377-129290-0050,831-130739-0021
2526-156098-0010,2526-156076-0031,229-130880-0030
413-22437-0010,413-22437-0017,4731-95875-0013
4463-707-0041,4463-707-0038,6418-39656-0017
7238-107675-0052,7238-91112-0069,3657-78622-0026
14-212-0041,14-208-0027,2159-179156-0023
6258-49755-0085,6258-49755-0014,25-123319-0031
6364-65388-0017,6364-65388-0046,392-289427-0038
5906-52158-0054,5906-59283-0003,5604-26987-0005
288-131218-0010,288-131218-0024,3294-167597-0043
7867-110742-0036,7867-110742-0023,6676-275138-0039
512-124520-0044,512-124549-0054,1230-1068-0023
712-123615-0078,712-123615-0061,1773-139602-0042
2588-11081-0014,2588-160947-0044,5043-28402-0041
7190-90542-0009,7190-90542-0058,3656-168609-0001
4799-25949-0009,4799-25949-0022,263-121285-0025
8464-282934-0006,8464-282934-0034,7342-254918-0012
3879-174923-0071,3879-174923-0022,5261-19373-0037
55-121068-0031,55-121068-0039,3368-170951-0030
17-362-0058,17-362-0049,4133-6541-0008
1485-139314-0008,1485-121385-0083,6625-73085-0017
7120-118112-0044,7120-76055-0036,1425-139297-0014
3553-697-0022,3553-734-0044,4592-22179-0033
243-12956-0020,243-162846-0003,1726-142316-0043
1052-132776-0007,1052-139307-0002,6497-234100-0015
3008-164327-0001,3008-164327-0057,699-132864-0039
7786-118693-0006,7786-118693-0013,953-130625-0083
5029-31091-0018,5029-80197-0005,7699-105399-0040
4813-248638-0046,4813-248641-0027,8148-3956-0008
8138-287657-0034,8138-287657-0010,7991-102381-0100
1065-134611-0024,1065-134593-0012,3979-10701-0032
479-126480-0020,479-107479-0001,951-122301-0106
4411-14494-0047,4411-14501-0054,8687-216570-0107
6406-89940-0041,6406-89940-0018,5688-41232-0045
1566-133291-0045,1566-153036-0011,4059-3059-0026
6458-232057-0054,6458-232057-0123,766-127193-0063
968-122545-0050,968-122545-0015,5876-8675-0041
1714-142291-0035,1714-142291-0039,7769-99396-0002
82-121544-0016,82-121544-0061,2496-156083-0022
7507-100660-0008,7507-100463-0017,4779-54868-0002
2092-145706-0005,2092-145706-0029,2552-132097-0024
1705-142318-0096,1705-142318-0064,2299-6525-0018
8824-279153-0069,8824-279153-0072,7942-283384-0042
6484-69655-0004,6484-67787-0008,303-123506-0038
3989-182402-0030,3989-182402-0036,75-853-0049
6735-284431-0033,6735-66412-0034,1447-130551-0000
5321-8590-0007,5321-53046-0001,7585-96245-0102
4018-107312-0036,4018-103416-0030,2012-139358-0018
2943-171001-0047,2943-171000-0011,4423-29083-0001
4576-66270-0007,4576-66268-0033,6184-61313-0034
3032-19361-0040,3032-19361-0101,3744-178594-0000
149-125760-0022,149-125750-0009,5448-19208-0062
3500-134409-0060,3500-134409-0125,5893-1312-0020
1001-134707-0017,1001-134708-0004,7994-258960-0041
3790-140725-0040,3790-39761-0017,7120-118112-0041
3227-24747-0039,3227-24747-0001,1553-140048-0014
81-121543-0092,81-121543-0072,1859-145701-0004
2246-131710-0092,2246-131710-0162,8011-291458-0002
3261-154309-0074,3261-154309-0071,5012-31097-0028
5460-18031-0000,5460-24509-0012,8194-89388-0047
5622-44586-0035,5622-19214-0013,147-125737-0022
1552-140651-0040,1552-141135-0004,7307-91998-0030
543-137106-0011,543-137106-0022,1804-131525-0071
307-127535-0002,307-127540-0031,2758-86040-0019
6777-76701-0024,6777-76701-0080,7777-106367-0022
2997-163246-0110,2997-163246-0104,4172-185480-0049
4262-14487-0024,4262-14486-0036,6620-283138-0030
3675-10687-0017,3675-185514-0000,1846-144458-0003
4088-158077-0008,4088-158079-0003,3962-721-0062
2240-148529-0004,2240-148521-0009,6506-73020-0030
2090-149737-0033,2090-147030-0034,705-150468-0005
7135-80032-0027,7135-2346-0015,8296-279865-0040
4014-186183-0008,4014-186183-0000,6513-71944-0034
8619-291374-0023,8619-291374-0031,7794-295948-0004
5126-27504-0045,5126-36956-0001,114-129324-0031
6912-70847-0019,6912-70845-0100,780-126736-0109
6221-6879-0003,6221-6879-0056,3657-182397-0022
8619-291381-0016,8619-291384-0028,2589-22574-0003
8425-292520-0026,8425-292520-0000,8392-285237-0098
2975-151995-0111,2975-151995-0021,6106-58195-0004
5039-1189-0064,5039-1188-0019,7376-96150-0040
252-128411-0051,252-132011-0036,8544-281189-0006
3083-7943-0043,3083-7943-0013,1097-136955-0015
5588-68188-0019,5588-68192-0014,7859-102521-0012
4133-6541-0060,4133-6541-0068,2388-153728-0006
6351-64714-0011,6351-65787-0016,6836-61804-0028
3409-173567-0005,3409-173567-0018,1636-130501-0000
163-121908-0010,163-121908-0001,2388-153733-0002
6531-61334-0127,6531-61334-0072,7197-66278-0055
4872-20426-0059,4872-20426-0067,6019-3185-0006
2990-6535-0080,2990-6535-0000,4991-6181-0006
6610-65818-0005,6610-65818-0032,6177-22698-0013
5487-4873-0032,5487-4873-0000,296-141721-0029
7672-96507-0017,7672-108627-0003,5682-32875-0031
5375-40170-0029,5375-40162-0023,4813-248641-0009
8388-278289-0019,8388-278289-0011,277-127368-0040
884-129800-0065,884-129800-0020,4238-12538-0012
5684-46243-0035,5684-46240-0053,835-130876-0028
2673-162130-0020,2673-162129-0037,474-141422-0016
3848-37389-0038,3848-37389-0022,3912-77626-0006
2230-124587-0017,2230-124587-0003,6157-40556-0013
8148-3956-0052,8148-3956-0088,2272-152262-0008
8063-274112-0012,8063-274116-0025,2997-163246-0063
3909-149794-0003,3909-11695-0030,264-121332-0057
6993-83607-0007,6993-83607-0032,3109-165420-0009
2473-157861-0027,2473-157861-0035,3409-173567-0007
210-129396-0171,210-129396-0133,7789-258266-0005
8307-120456-0030,8307-120458-0044,82-122859-0005
3318-164981-0021,3318-164984-0009,4856-12103-0030
8087-118180-0023,8087-118180-0028,3540-163612-0106
6660-103629-0024,6660-97655-0028,6713-56749-0060
5198-204974-0027,5198-204975-0078,2491-134787-0044
6902-89165-0011,6902-89165-0028,6415-116629-0028
4192-5332-0074,4192-5332-0042,204-287139-0026
5319-42637-0007,5319-64075-0026,5133-30591-0053
4856-12103-0032,4856-12103-0016,2339-158764-0012
228-121761-0013,228-131212-0002,7067-76047-0005
5459-41260-0064,5459-41260-0009,8776-270778-0007
7565-101287-0041,7565-101281-0022,1678-142279-0029
829-123192-0030,829-123191-0017,421-124401-0051
7672-108627-0022,7672-96507-0051,6364-65393-0036
2004-147967-0031,2004-147173-0005,16-122828-0019
4014-186176-0001,4014-186179-0007,3864-185125-0009
7635-105409-0005,7635-105409-0023,6620-283138-0029
8630-305213-0014,8630-305212-0034,7511-102419-0017
3889-9915-0024,3889-130125-0037,3172-166439-0007
831-130739-0036,831-130746-0009,2416-152139-0066
7128-84122-0054,7128-84122-0064,2208-10076-0049
264-121332-0047,264-121332-0057,8441-120274-0015
7802-104394-0032,7802-104391-0003,335-125945-0012
3257-169288-0008,3257-169284-0019,3645-186230-0012
313-127997-0023,313-127997-0027,1316-132800-0038
7859-102519-0040,7859-102519-0047,318-124224-0020
5266-41151-0007,5266-41151-0041,3394-7597-0012
2275-150140-0036,2275-150141-0042,8499-256253-0041
2582-155972-0048,2582-155972-0007,4813-248641-0049
245-122647-0015,245-122648-0003,1579-128131-0040
5379-15784-0035,5379-44344-0008,5979-42005-0007
5940-54016-0023,5940-54613-0033,829-123190-0041
4297-13006-0011,4297-13006-0012,1348-135826-0050
4474-14186-0039,4474-14185-0025,2004-147173-0043
2026-81608-0039,2026-81608-0041,7585-96245-0126
4402-3068-0029,4402-3066-0024,2276-149909-0024
4549-39620-0002,4549-39615-0012,1944-159228-0037
1765-143010-0074,1765-143010-0079,1401-14358-0002
6075-57154-0000,6075-57156-0039,625-132118-0007
4744-4158-0022,4744-4158-0044,2618-138042-0070
1365-134825-0021,1365-134804-0041,6459-70128-0015
4549-39620-0033,4549-39620-0017,7113-86041-0005
5641-39772-0026,5641-32124-0011,6482-98864-0010
4859-26870-0021,4859-29340-0030,2758-86588-0027
8222-274378-0031,8222-274380-0002,6519-69412-0004
1502-122615-0010,1502-122615-0009,2494-156014-0006
6391-65553-0014,6391-65553-0080,4492-8907-0049
2285-163380-0006,2285-124595-0024,3006-5697-0005
712-123615-0072,712-123606-0011,2581-157858-0017
6286-69422-0040,6286-69422-0050,2021-235244-0001
8422-258258-0018,8422-283572-0005,65-122444-0005
1863-142324-0016,1863-142324-0009,366-126663-0006
78-369-0021,78-368-0000,6724-73990-0014
5665-38052-0061,5665-38051-0024,4824-36029-0026
1445-139404-0025,1445-139404-0003,3479-153286-0034
2815-160188-0054,2815-160188-0092,5183-116605-0047
5641-39772-0043,5641-39772-0042,6111-59791-0011
1806-143948-0038,1806-2536-0029,2660-173229-0052
3328-168626-0054,3328-166436-0006,8148-3956-0005
6077-56146-0048,6077-56146-0018,3288-7157-0027
1331-155892-0009,1331-155891-0003,6139-58869-0049
1649-150127-0038,1649-5776-0016,851-131029-0013
4915-113765-0026,4915-113765-0033,5044-30592-0016
8424-284526-0010,8424-284526-0011,446-123501-0060
3571-173556-0028,3571-173553-0022,474-141422-0025
2042-134780-0029,2042-134780-0031,4238-12538-0023
7331-86025-0029,7331-86047-0027,8591-284444-0054
8008-271817-0031,8008-271811-0008,7090-91801-0067
8097-114971-0002,8097-108005-0059,7463-99909-0045
6009-57646-0018,6009-57639-0016,505-125274-0036
6670-84209-0006,6670-112764-0039,964-140397-0022
2411-132532-0049,2411-132532-0004,6235-36641-0085
2275-150140-0014,2275-150140-0018,2816-4136-0029
3021-121440-0018,3021-121440-0067,1569-141081-0025
6784-76152-0030,6784-76152-0005,175-127696-0031
125-121124-0078,125-121124-0021,3654-171137-0044
78-369-0002,78-368-0043,28-12332-0098
472-130755-0009,472-129979-0011,3871-692-0060
216-122451-0033,216-122441-0018,8194-89390-0001
1353-121397-0000,1353-122456-0041,1160-134674-0002
6436-111963-0004,6436-111962-0027,544-121090-0008
3885-7167-0034,3885-1194-0032,7649-96682-0031
3060-163542-0023,3060-163540-0007,6865-95959-0030
52-121057-0006,52-121057-0032,5164-19197-0013
1258-135063-0022,1258-135063-0034,2741-159386-0010
7339-86804-0035,7339-86765-0002,374-180298-0017
402-125880-0011,402-125880-0014,6127-53038-0006
8799-270794-0081,8799-270794-0060,4344-8892-0043
4594-902-0077,4594-902-0032,4090-183977-0023
2100-138911-0037,2100-138911-0076,6088-34570-0041
7713-106729-0029,7713-106738-0017,1060-134451-0005
75-853-0043,75-854-0080,5192-19397-0076
1058-133263-0003,1058-131113-0085,38-121024-0110
6106-58196-0004,6106-58195-0034,8664-175359-0040
3972-5791-0001,3972-170212-0008,1629-139710-0071
274-121382-0026,274-121392-0041,1065-135665-0009
8684-293663-0031,8684-293663-0082,6300-39660-0031
7436-97462-0002,7436-97462-0025,4327-9916-0020
4192-5332-0015,4192-5332-0046,439-122810-0004
7737-112595-0021,7737-112595-0018,7769-99396-0037
2488-155526-0059,2488-155524-0013,1552-141135-0028
5867-48852-0025,5867-48852-0103,2823-160964-0018
7515-220980-0023,7515-220980-0017,8015-112690-0056
14-208-0036,14-208-0040,6505-231837-0025
4770-25951-0060,4770-25951-0044,7752-113336-0006
1859-145700-0031,1859-145700-0016,3869-699-0004
568-126446-0002,568-126446-0001,98-199-0032
6668-34612-0041,6668-34612-0031,102-129232-0064
6454-93938-0004,6454-107462-0002,3137-163504-0027
2127-138047-0040,2127-138047-0051,7264-92316-0013
5588-39648-0042,5588-68192-0012,2364-131735-0097
597-134789-0027,597-127694-0014,3606-6850-0021
2448-141428-0019,2448-141428-0029,6484-69649-0004
272-130229-0008,272-130229-0015,1342-130497-0016
8008-271812-0018,8008-271817-0001,742-128033-0018
976-131541-0017,976-131541-0032,94-3792-0008
8033-283463-0006,8033-104515-0026,8199-118869-0031
2003-143254-0012,2003-143255-0025,2448-163517-0001
8494-244431-0029,8494-244431-0053,2787-157400-0052
4788-91208-0010,4788-94904-0021,8506-287660-0024
5393-19219-0055,5393-19218-0029,7205-50138-0018
2990-6535-0047,2990-6535-0001,1593-175346-0040
6276-76103-0032,6276-62021-0052,4156-12351-0007
6138-93186-0029,6138-93188-0005,727-124443-0119
7367-86737-0021,7367-86737-0015,4594-901-0040
7331-86047-0028,7331-86025-0031,6882-79975-0013
6792-73035-0017,6792-73035-0088,1760-143006-0083
6139-58868-0020,6139-58869-0018,585-294811-0081
1603-139324-0022,1603-139325-0017,7982-110054-0013
5746-48362-0055,5746-48361-0025,688-46588-0012
4071-176278-0017,4071-39913-0026,366-126663-0008
2517-135227-0027,2517-135227-0025,4358-44937-0074
19-227-0003,19-198-0006,8710-286293-0016
6924-291608-0013,6924-114452-0000,311-124404-0026
6054-41610-0022,6054-41610-0049,5386-28384-0033
4773-19207-0011,4773-25910-0022,5299-34547-0070
4423-16012-0037,4423-16012-0039,217-122443-0011
5126-27504-0010,5126-27504-0049,6242-26941-0068
4800-73729-0007,4800-38660-0017,1132-145024-0077
5401-39515-0000,5401-39515-0039,3346-158751-0093
1171-130776-0088,1171-130776-0035,2143-145731-0031
8334-119398-0019,8334-119398-0068,202-129387-0039
7278-246956-0014,7278-91083-0026,4160-11550-0015
7392-105664-0003,7392-94500-0011,5278-3072-0003
2361-137615-0028,2361-137615-0075,8033-104515-0004
1347-164338-0024,1347-164338-0003,2943-171000-0005
4088-158077-0096,4088-158077-0003,3318-185499-0024
7208-7772-0048,7208-7772-0004,1992-141719-0036
5076-287393-0037,5076-284283-0012,7011-66622-0078
4172-25907-0033,4172-25907-0031,4407-13146-0020
1335-160602-0026,1335-163935-0014,201-127786-0049
868-131295-0054,868-131295-0039,36-16602-0001
639-124526-0046,639-143022-0023,1827-143625-0003
2541-185493-0049,2541-159352-0016,8291-276745-0025
1053-132850-0019,1053-132821-0039,30-4445-0042
4189-115685-0031,4189-115680-0014,2488-155508-0001
4331-88349-0016,4331-57179-0048,7959-109176-0027
6965-291718-0003,6965-277899-0028,3245-62827-0009
5060-15563-0041,5060-15563-0029,517-121744-0033
307-127539-0023,307-127535-0035,233-134440-0034
4712-93896-0040,4712-93896-0021,1353-122456-0033
8855-302395-0006,8855-283242-0024,3962-721-0055
5756-80689-0040,5756-305216-0031,8846-305209-0020
6763-74798-0037,6763-74797-0039,6555-398-0030
844-135042-0034,844-133692-0010,2488-155508-0015
1001-134707-0038,1001-134707-0026,1784-142294-0017
737-123441-0025,737-123448-0008,3063-138652-0042
217-122443-0048,217-122443-0074,2691-156745-0009
7433-89656-0002,7433-261115-0014,6512-67886-0011
6088-34570-0056,6088-34571-0032,7708-296091-0029
2297-28913-0006,2297-174934-0005,1447-130551-0022
6418-39653-0009,6418-39654-0048,3045-155991-0070
2925-162505-0025,2925-162505-0100,667-105002-0010
5688-15787-0008,5688-15787-0037,8753-297962-0017
4443-3992-0063,4443-24511-0037,1765-143010-0038
8246-107993-0052,8246-107993-0060,4110-11533-0004
5244-73127-0037,5244-59146-0031,737-123441-0003
3781-156973-0004,3781-156977-0020,3830-12535-0015
51-121055-0106,51-121055-0051,8470-286666-0034
5671-50453-0019,5671-50453-0044,3389-130127-0040
6818-68772-0041,6818-76332-0035,3645-39840-0017
3876-174960-0046,3876-174953-0051,374-180299-0013
8576-300229-0014,8576-285176-0027,6072-54656-0022
7437-99249-0007,7437-96153-0012,4152-5710-0012
5123-34572-0013,5123-34572-0059,8015-112691-0044
636-128310-0032,636-128310-0026,2499-156155-0008
3389-13250-0022,3389-13247-0027,3641-6870-0079
492-131882-0006,492-131882-0012,6330-62851-0018
2582-155972-0058,2582-155973-0035,7092-56730-0033
2754-161876-0024,2754-161889-0030,2792-144136-0099
3483-174132-0000,3483-119637-0025,572-126495-0008
6131-57188-0063,6131-57188-0041,1342-133247-0047
5678-43303-0008,5678-43301-0014,4415-16759-0055
4710-964-0055,4710-964-0018,3467-166572-0009
2854-51658-0056,2854-51658-0057,6323-10337-0097
5350-205003-0017,5350-205003-0054,6115-58778-0019
318-124224-0028,318-124224-0068,1183-133255-0004
6076-51654-0042,6076-51653-0000,1165-135216-0054
4667-92220-0029,4667-92224-0021,81-121543-0005
5665-38051-0031,5665-38052-0007,345-1129-0025
2348-143895-0070,2348-143895-0061,1746-143015-0001
8225-274374-0028,8225-274375-0001,6459-70120-0010
2319-138631-0001,2319-138656-0040,4013-11734-0033
2137-131751-0020,2137-131748-0006,3125-132586-0045
4057-12085-0007,4057-183239-0001,3032-19361-0091
5724-13364-0019,5724-13364-0108,6594-68896-0002
6848-76049-0000,6848-76049-0010,4703-73029-0022
362-123047-0007,362-123047-0021,6436-111962-0008
1846-144452-0020,1846-144458-0079,4189-274546-0072
1224-121064-0007,1224-121064-0115,3779-691-0094
4260-176853-0041,4260-176854-0057,7737-112595-0025
4226-12707-0039,4226-185488-0031,4260-176853-0045
887-123289-0006,887-123291-0007,2577-157236-0029
7522-69612-0079,7522-69612-0009,3374-298026-0004
1653-141272-0011,1653-141272-0029,4205-11977-0028
3054-128244-0022,3054-128245-0030,3094-136458-0099
8629-261140-0013,8629-261139-0052,3179-7133-0019
979-128677-0001,979-128678-0005,5043-28401-0044
2522-147156-0064,2522-147156-0101,8142-276732-0014
5136-24633-0010,5136-24633-0001,245-122647-0038
1943-138033-0027,1943-138033-0025,960-125241-0003
2309-152159-0039,2309-152159-0001,2618-138042-0045
446-123502-0033,446-123502-0038,1944-159227-0032
8015-112690-0011,8015-112691-0033,3370-756-0025
3070-166420-0032,3070-166420-0055,6106-58196-0000
2790-142824-0134,2790-142824-0061,4263-20411-0021
6178-86034-0030,6178-86034-0071,6081-42010-0032
31-121972-0010,31-121972-0013,6189-21305-0009
3098-5408-0002,3098-5407-0043,128-134883-0014
4910-14125-0051,4910-27683-0031,65-122444-0037
7823-103122-0142,7823-103122-0067,826-131108-0035
789-153211-0002,789-153211-0018,8803-296082-0010
1614-141486-0018,1614-167305-0009,8666-293945-0034
4042-12369-0125,4042-12369-0058,62-121084-0060
3493-46712-0001,3493-46712-0020,464-126794-0000
8152-258974-0006,8152-258974-0039,405-130894-0075
7942-283400-0013,7942-283400-0014,77-121526-0014
6333-39676-0012,6333-39678-0045,4297-13009-0012
2541-185493-0045,2541-135246-0034,3025-12971-0043
783-126739-0027,783-126739-0090,54-121080-0041
3143-160993-0045,3143-160993-0035,2046-141204-0002
8476-269293-0058,8476-269293-0040,7155-10644-0060
830-130727-0047,830-130727-0005,622-121659-0000
4161-185349-0001,4161-185349-0032,3373-174981-0047
7762-280917-0046,7762-280917-0034,923-132306-0029
4195-186237-0018,4195-186236-0028,2909-34661-0032
3446-176270-0038,3446-144019-0008,7898-273047-0006
4853-29413-0007,4853-27670-0006,1569-141082-0027
153-126671-0040,153-126671-0033,7654-258963-0048
2588-160947-0015,2588-160947-0030,1601-136848-0007
2269-88761-0036,2269-88761-0010,2607-177749-0000
6914-119258-0018,6914-280389-0027,8575-290351-0037
8479-276730-0007,8479-276730-0064,6184-57833-0043
1863-142324-0012,1863-142324-0095,3389-13247-0010
4161-185349-0026,4161-185349-0055,2988-173558-0018
5189-37999-0007,5189-59288-0016,5154-26558-0021
5266-41151-0002,5266-41151-0025,1280-143268-0013
4705-94473-0006,4705-16048-0007,1051-133883-0051
1334-135589-0017,1334-135589-0094,1367-291968-0053
5389-41911-0024,5389-4861-0069,4955-28244-0026
724-123284-0022,724-123285-0017,4078-7619-0001
8573-286306-0022,8573-286306-0088,1731-142320-0045
2712-3534-0039,2712-3536-0003,8565-290398-0021
1773-145712-0033,1773-139602-0025,663-128990-0048
32-21631-0014,32-21634-0014,4196-23955-0000
6391-65553-0046,6391-65553-0020,5361-27492-0068
8677-246948-0021,8677-291953-0012,7585-96245-0058
5620-40466-0010,5620-40466-0037,1846-144452-0005
6637-69607-0017,6637-69607-0031,8791-291101-0029
1819-144391-0000,1819-144401-0012,8337-280361-0013
4681-13056-0081,4681-13056-0013,192-128344-0021
2299-6524-0010,2299-6525-0068,6925-80680-0010
6199-64259-0033,6199-80041-0014,5339-14133-0004
7925-271896-0013,7925-271896-0024,3595-418-0000
8838-298546-0027,8838-298545-0046,876-126411-0063
5618-48831-0038,5618-48830-0042,5233-28389-0015
6006-60489-0036,6006-57831-0026,1034-121119-0027
5379-15784-0022,5379-44344-0003,168-123450-0021
93-126209-0026,93-123172-0033,1938-180290-0022
8295-281321-0026,8295-281339-0047,336-125874-0024
29-130626-0057,29-130413-0007,4411-14501-0038
6254-61725-0000,6254-61739-0007,2895-8663-0004
7198-80652-0002,7198-80652-0029,2401-144485-0001
6705-74243-0037,6705-74243-0018,6121-8686-0013
8246-107993-0020,8246-107993-0044,205-123882-0001
7226-86964-0015,7226-86965-0017,731-366-0062
2270-156683-0011,2270-3547-0008,8722-296473-0009
1715-142315-0057,1715-142315-0001,6752-74795-0039
3571-173553-0015,3571-173556-0017,915-163369-0016
